R,G,B,Skin_NonSkin
164,178,236,0
181,178,134,1
165,165,117,1
149,165,231,0
200,198,163,1
157,181,241,0
6,4,3,1
169,169,121,1
196,194,159,1
41,38,23,1
172,182,182,1
50,100,153,0
202,200,165,1
175,175,129,1
165,178,230,0
1,1,1,1
173,171,137,1
81,106,150,0
186,185,141,1
35,38,6,1
140,139,81,1
61,60,32,1
138,140,88,1
59,61,19,1
196,195,157,1
192,193,161,1
58,61,36,1
10,10,10,1
42,92,152,0
157,172,228,0
119,120,58,1
176,174,126,1
80,81,31,1
159,157,122,1
166,165,114,1
176,173,129,1
43,96,153,0
163,164,120,1
2,0,0,1
75,75,27,1
65,110,167,0
165,165,117,1
229,213,206,1
75,75,27,1
164,163,113,1
60,61,52,1
177,174,129,1
72,46,206,1
141,144,105,1
31,32,6,1
175,170,125,1
26,39,13,1
158,173,116,1
199,197,163,1
78,77,27,1
132,91,28,1
179,177,129,1
96,80,68,1
143,142,86,1
133,133,73,1
23,25,13,1
125,127,91,1
148,185,253,0
128,168,220,0
48,49,15,1
159,196,255,0
170,169,119,1
149,187,251,0
35,34,6,1
249,251,252,1
199,197,162,1
74,77,28,1
167,178,235,0
157,162,123,1
0,2,0,1
176,174,126,1
176,174,120,1
83,188,237,1
186,185,141,1
123,159,213,0
19,40,31,1
51,53,31,1
56,62,27,1
116,157,226,0
125,167,214,0
60,107,159,0
171,170,119,1
173,153,152,1
205,204,170,1
220,179,216,1
165,164,114,1
156,172,225,0
79,51,204,1
41,44,12,1
168,163,114,1
174,172,124,1
157,161,125,1
166,167,128,1
144,182,224,0
199,158,189,1
35,34,8,1
251,253,253,1
127,127,67,1
102,128,165,0
132,129,255,1
164,160,112,1
109,104,89,1
237,196,163,1
206,216,255,0
144,166,231,0
152,192,255,0
169,171,135,1
141,140,84,1
143,142,86,1
200,198,158,1
58,119,187,0
199,199,159,1
167,163,114,1
51,52,18,1
34,35,9,1
102,102,54,1
53,52,18,1
181,179,138,1
210,193,180,1
191,107,166,1
180,175,130,1
97,101,154,0
53,53,17,1
157,160,121,1
18,15,1,1
170,169,119,1
156,159,114,1
136,136,76,1
54,55,21,1
74,72,24,1
177,176,126,1
49,45,17,1
150,192,255,0
198,198,158,1
93,91,37,1
163,197,255,0
199,197,162,1
52,94,141,0
120,162,227,0
202,212,252,0
150,194,248,0
0,20,148,1
205,204,170,1
225,210,87,1
36,37,11,1
49,50,11,1
39,83,124,0
159,161,119,1
163,163,127,1
155,195,254,0
54,54,18,1
37,92,59,1
138,137,86,1
197,196,162,1
178,175,131,1
89,90,48,1
205,204,170,1
50,50,14,1
63,64,24,1
51,53,17,1
52,99,153,0
167,167,119,1
176,176,130,1
192,191,153,1
49,74,138,0
74,76,30,1
146,164,229,0
147,145,91,1
176,174,126,1
181,182,142,1
61,65,24,1
11,7,0,1
148,188,253,0
175,173,125,1
55,56,22,1
182,179,135,1
174,165,115,1
206,205,171,1
140,137,86,1
176,174,126,1
85,53,212,1
62,61,23,1
112,115,170,0
51,53,17,1
201,199,164,1
97,98,42,1
191,177,124,1
177,174,129,1
136,139,90,1
120,156,226,0
195,193,162,1
121,124,74,1
169,183,236,0
179,177,136,1
128,255,0,1
183,180,136,1
178,176,128,1
50,106,153,0
80,48,255,1
157,178,233,0
49,91,136,0
153,154,145,1
167,169,117,1
0,0,161,1
42,39,11,1
146,180,233,0
153,156,107,1
21,63,38,1
90,88,34,1
155,156,106,1
55,56,22,1
182,177,138,1
117,116,58,1
200,198,163,1
125,79,91,1
166,165,121,1
0,190,0,1
76,82,129,0
129,129,89,1
140,134,69,1
73,137,202,0
165,164,114,1
52,53,19,1
142,145,99,1
131,162,231,0
180,180,134,1
232,215,75,1
129,129,93,1
198,196,161,1
69,56,24,1
175,173,125,1
64,100,148,0
94,139,220,0
143,142,86,1
126,164,218,0
134,133,83,1
152,190,238,0
70,120,178,0
26,27,7,1
16,14,3,1
50,54,13,1
171,169,121,1
175,170,125,1
193,193,153,1
57,62,23,1
131,132,90,1
120,108,108,1
201,199,164,1
133,132,88,1
169,181,235,0
198,198,158,1
59,62,23,1
239,242,246,1
39,40,6,1
104,145,214,0
150,152,100,1
55,56,22,1
38,40,10,1
78,79,35,1
54,54,18,1
182,181,137,1
122,108,255,1
133,136,81,1
126,164,218,0
151,154,105,1
94,94,40,1
46,46,30,1
181,182,140,1
136,107,92,1
69,64,19,1
102,144,213,0
63,63,47,1
177,174,129,1
199,197,162,1
107,145,217,0
143,140,96,1
185,183,135,1
127,133,86,1
110,109,149,1
40,52,52,1
124,127,182,0
3,5,0,1
141,138,87,1
77,85,122,0
201,200,162,1
50,50,14,1
106,113,80,1
158,156,108,1
161,162,122,1
147,187,252,0
2,0,0,1
177,174,129,1
117,155,220,0
164,162,114,1
8,19,9,1
51,55,19,1
181,177,136,1
52,106,159,0
173,173,133,1
160,164,129,1
20,17,2,1
64,100,154,0
157,121,113,1
64,65,23,1
60,61,19,1
53,57,21,1
133,171,225,0
1,4,0,1
89,86,142,1
254,255,253,1
98,96,61,1
129,133,92,1
188,187,143,1
81,22,6,1
164,163,112,1
201,200,162,1
182,183,139,1
126,157,226,0
100,55,34,1
199,197,162,1
171,170,120,1
113,169,140,1
50,109,165,0
69,68,84,1
164,170,135,1
175,164,150,1
229,199,228,1
166,167,165,1
178,175,131,1
83,89,130,0
190,190,150,1
157,194,255,0
199,197,162,1
184,183,139,1
199,197,162,1
170,168,137,1
196,195,157,1
165,161,112,1
198,198,158,1
166,163,112,1
194,193,155,1
135,160,224,0
179,177,129,1
150,192,255,0
33,73,55,1
78,85,128,0
181,178,134,1
164,163,113,1
151,150,130,1
175,176,120,1
108,111,62,1
177,175,127,1
168,183,232,0
201,200,162,1
173,169,128,1
165,182,225,0
135,152,17,1
21,76,51,1
132,170,224,0
153,152,96,1
86,168,86,1
91,24,27,1
126,165,217,0
0,0,0,1
17,16,2,1
193,193,145,1
92,90,36,1
4,1,0,1
181,181,133,1
100,138,196,0
180,179,135,1
202,201,163,1
87,91,66,1
253,255,255,1
1,165,254,1
3,1,0,1
125,127,181,0
121,159,223,0
18,18,4,1
90,136,214,0
139,138,82,1
64,57,18,1
0,0,0,1
69,70,26,1
93,135,212,0
195,205,215,1
172,171,121,1
125,155,220,0
85,89,48,1
138,94,177,1
16,15,5,1
54,60,19,1
51,95,142,0
96,140,217,0
98,152,223,0
172,171,121,1
175,167,160,1
161,159,105,1
65,157,62,1
55,60,21,1
201,200,162,1
203,214,252,0
52,56,20,1
221,184,216,1
168,169,125,1
20,17,2,1
19,19,13,1
62,62,22,1
129,131,89,1
255,0,128,1
148,146,92,1
67,71,30,1
179,177,129,1
68,69,25,1
182,181,131,1
172,171,121,1
141,176,242,0
90,68,247,1
197,197,157,1
128,165,217,0
34,35,25,1
144,182,230,0
81,87,128,0
215,198,189,1
165,163,115,1
83,92,130,0
162,161,111,1
130,82,171,1
67,21,241,1
200,197,159,1
11,9,0,1
140,137,82,1
21,22,2,1
24,23,19,1
201,199,164,1
173,173,127,1
139,138,80,1
150,152,100,1
202,200,165,1
180,178,137,1
74,73,23,1
157,161,125,1
42,43,33,1
130,133,188,0
164,162,114,1
178,177,133,1
86,87,43,1
187,182,137,1
3,4,0,1
248,250,250,1
62,119,180,0
171,170,119,1
54,55,21,1
182,179,135,1
178,176,128,1
229,214,91,1
197,195,160,1
178,177,127,1
141,140,89,1
36,38,8,1
170,165,116,1
153,60,151,1
156,176,231,0
187,186,142,1
92,141,219,0
178,178,132,1
104,150,227,0
136,139,90,1
3,3,0,1
197,196,158,1
159,164,125,1
132,134,92,1
52,117,185,0
185,184,140,1
51,53,23,1
199,195,160,1
181,179,149,1
42,90,148,0
53,54,20,1
141,144,95,1
86,89,34,1
40,43,11,1
190,174,162,1
236,126,132,1
91,69,248,1
163,161,107,1
152,190,254,0
6,3,0,1
53,57,22,1
38,158,80,1
173,171,123,1
54,58,23,1
103,95,106,1
164,163,113,1
163,164,130,1
89,116,183,0
174,173,123,1
54,58,23,1
138,175,235,0
167,163,114,1
168,166,112,1
145,146,96,1
128,126,92,1
64,122,181,0
178,179,137,1
107,219,249,1
88,90,38,1
172,173,123,1
4,0,72,1
198,196,162,1
52,54,24,1
164,162,114,1
141,144,99,1
252,254,254,1
56,117,179,0
57,62,41,1
198,198,158,1
37,96,75,1
62,65,26,1
222,151,83,1
171,170,119,1
169,167,119,1
84,34,14,1
138,171,227,0
121,146,166,0
170,184,233,0
135,171,219,0
187,187,147,1
173,170,125,1
130,161,230,0
154,158,117,1
164,164,116,1
183,173,133,1
160,159,103,1
172,168,119,1
179,177,129,1
195,194,156,1
112,158,216,0
20,19,0,1
170,185,234,0
178,176,128,1
211,219,255,0
178,175,130,1
90,138,216,0
198,198,158,1
245,202,193,1
178,179,137,1
55,114,184,0
139,138,82,1
49,164,84,1
158,195,255,0
150,155,110,1
178,175,131,1
188,189,150,1
145,143,89,1
142,159,226,0
1,0,4,1
105,154,222,0
91,137,221,0
173,172,122,1
106,145,214,0
3,0,4,1
60,61,21,1
174,174,128,1
40,40,10,1
62,62,26,1
92,139,213,0
2,0,0,1
23,88,67,1
149,188,255,0
158,162,126,1
189,189,149,1
35,34,6,1
16,16,0,1
159,183,235,0
163,165,129,1
157,173,226,0
199,197,162,1
202,211,224,1
200,198,163,1
169,170,120,1
205,204,170,1
157,194,255,0
196,195,157,1
117,117,63,1
134,137,88,1
250,198,175,1
110,144,204,0
174,174,128,1
50,51,17,1
175,172,127,1
187,187,147,1
54,58,17,1
204,203,169,1
123,122,64,1
179,176,132,1
144,143,87,1
139,137,83,1
175,176,132,1
175,171,123,1
105,145,210,0
178,177,127,1
160,180,235,0
159,156,105,1
42,44,32,1
138,175,235,0
86,84,30,1
171,185,237,0
119,86,0,1
165,199,255,0
178,178,132,1
130,133,88,1
63,120,181,0
154,149,200,1
147,150,101,1
222,206,193,1
160,165,120,1
96,146,218,0
16,15,1,1
1,0,2,1
28,29,19,1
170,168,120,1
180,180,134,1
50,109,171,0
128,128,68,1
175,173,125,1
161,162,120,1
14,5,185,1
13,11,11,1
201,200,162,1
171,170,120,1
101,140,209,0
172,171,121,1
186,184,143,1
73,85,125,0
181,178,133,1
181,180,136,1
90,92,40,1
53,54,20,1
76,133,255,1
105,93,105,1
109,151,222,0
170,184,232,0
141,182,227,0
106,209,204,1
180,180,134,1
198,197,159,1
63,63,15,1
128,131,86,1
122,123,61,1
163,162,112,1
200,198,163,1
137,138,88,1
60,103,154,0
120,163,214,0
113,74,5,1
39,37,7,1
47,166,88,1
84,52,211,1
172,168,119,1
181,179,138,1
171,170,119,1
184,167,134,1
196,196,160,1
81,87,128,0
20,17,2,1
6,2,0,1
168,162,121,1
164,164,118,1
150,193,255,0
120,126,85,1
230,163,102,1
150,151,107,1
137,146,210,0
30,29,8,1
167,167,119,1
118,121,176,0
88,184,237,1
252,254,184,1
139,142,97,1
125,135,82,1
157,159,113,1
255,0,128,1
16,10,5,1
168,165,114,1
147,180,226,0
180,178,137,1
151,184,229,0
201,199,164,1
246,251,254,1
177,175,134,1
101,100,49,1
187,185,137,1
136,179,228,0
153,156,111,1
59,22,238,1
176,176,130,1
205,204,170,1
198,196,161,1
79,82,33,1
6,10,0,1
176,173,128,1
86,84,30,1
0,136,105,1
133,135,99,1
187,185,144,1
77,84,127,0
136,139,90,1
13,13,7,1
148,147,91,1
182,180,132,1
52,45,236,1
198,198,158,1
148,153,122,1
53,100,152,0
171,170,120,1
71,70,32,1
167,163,114,1
118,117,59,1
244,249,252,1
82,83,63,1
38,41,26,1
99,91,156,1
178,176,128,1
119,120,58,1
80,86,131,0
150,150,102,1
152,187,230,0
93,68,242,1
93,88,149,1
170,169,119,1
139,139,85,1
34,33,7,1
210,184,190,1
146,185,253,0
3,148,255,1
188,173,134,1
170,172,182,1
178,175,131,1
150,209,255,1
116,119,174,0
199,197,196,1
168,184,237,0
75,74,18,1
0,0,255,1
36,72,48,1
149,188,250,0
142,167,229,0
118,117,59,1
142,141,85,1
175,175,129,1
197,195,160,1
201,200,162,1
247,249,249,1
237,216,77,1
187,185,145,1
168,164,115,1
167,163,114,1
133,135,193,0
64,123,192,0
5,1,0,1
143,186,243,0
156,160,119,1
155,175,233,0
165,163,133,1
143,141,87,1
170,168,120,1
199,197,162,1
215,227,233,1
175,173,125,1
149,184,240,0
13,44,13,1
172,169,124,1
191,191,151,1
180,179,135,1
178,180,138,1
169,167,119,1
196,196,156,1
46,48,19,1
72,82,122,0
15,14,4,1
169,167,113,1
17,20,0,1
184,186,140,1
72,135,203,0
47,96,142,0
192,194,188,1
197,195,160,1
174,172,124,1
15,5,189,1
138,165,229,0
76,75,61,1
125,129,87,1
178,175,131,1
175,143,100,1
165,161,112,1
182,179,135,1
113,151,216,0
154,160,119,1
2,1,0,1
98,95,40,1
22,22,8,1
50,71,133,0
173,168,119,1
111,117,170,0
99,137,195,0
160,156,167,1
183,180,135,1
42,40,9,1
167,183,236,0
55,101,149,0
133,164,219,0
154,158,122,1
54,55,21,1
78,80,38,1
17,11,0,1
182,181,137,1
150,148,94,1
169,171,125,1
63,59,40,1
109,119,233,1
51,53,17,1
104,104,50,1
32,33,7,1
69,87,150,0
255,0,255,1
48,46,35,1
82,54,213,1
171,170,119,1
174,172,124,1
62,64,22,1
198,196,165,1
64,121,182,0
117,165,231,0
158,162,127,1
255,0,128,1
130,133,83,1
0,0,255,1
93,92,71,1
102,95,156,1
164,162,114,1
145,163,228,0
161,132,41,1
198,198,158,1
98,104,157,0
131,158,225,0
150,154,112,1
162,160,112,1
177,177,131,1
157,156,100,1
55,56,22,1
56,35,227,1
85,89,138,0
156,154,100,1
198,198,158,1
163,160,109,1
183,182,138,1
90,68,247,1
165,163,115,1
181,182,140,1
136,142,93,1
74,76,30,1
163,132,109,1
172,186,234,0
152,190,255,0
148,151,102,1
151,150,99,1
97,138,193,0
41,45,10,1
114,71,44,1
125,159,229,0
184,183,139,1
180,178,130,1
199,199,159,1
75,49,209,1
136,134,80,1
168,182,235,0
75,77,35,1
59,102,153,0
55,56,22,1
157,158,108,1
57,59,23,1
201,199,164,1
177,174,129,1
52,53,19,1
146,147,97,1
113,158,219,0
42,92,152,0
14,13,0,1
139,142,97,1
175,172,127,1
103,143,202,0
197,197,157,1
132,134,75,1
158,162,120,1
199,195,160,1
20,17,2,1
44,42,24,1
172,171,120,1
0,190,0,1
5,4,0,1
21,12,193,1
64,68,56,1
43,108,176,0
191,190,152,1
82,88,129,0
173,192,229,0
53,107,168,0
198,198,158,1
3,2,0,1
149,151,99,1
114,118,171,0
93,69,235,1
182,181,137,1
74,76,34,1
176,171,126,1
183,179,138,1
199,197,163,1
156,158,112,1
178,176,128,1
77,116,191,0
199,197,163,1
182,179,135,1
178,176,128,1
151,189,253,0
189,187,146,1
40,99,148,0
101,101,101,1
54,58,22,1
168,166,118,1
52,92,140,0
182,180,132,1
62,62,22,1
199,197,163,1
98,135,191,0
44,162,81,1
110,150,209,0
167,163,114,1
172,171,121,1
237,224,216,1
119,165,212,0
178,176,128,1
163,164,114,1
132,134,98,1
72,113,186,0
183,166,157,1
182,180,132,1
177,178,136,1
67,67,19,1
138,139,89,1
164,160,112,1
141,161,226,0
181,181,133,1
185,182,137,1
149,148,90,1
203,201,170,1
162,161,111,1
123,124,74,1
181,178,134,1
157,162,123,1
202,200,165,1
0,190,0,1
179,173,132,1
70,154,66,1
148,168,233,0
138,178,243,0
182,178,130,1
88,86,32,1
205,204,170,1
200,198,163,1
199,197,162,1
147,184,252,0
111,148,210,0
118,118,64,1
110,163,230,0
54,55,16,1
55,57,21,1
121,156,222,0
157,193,239,0
54,55,21,1
169,168,134,1
98,145,199,0
24,71,45,1
79,82,33,1
138,111,91,1
54,55,21,1
143,141,87,1
0,2,0,1
0,178,1,1
160,157,106,1
150,188,252,0
162,166,131,1
79,85,128,0
48,93,136,0
154,192,255,0
38,38,8,1
180,179,135,1
127,132,87,1
199,197,162,1
157,159,117,1
231,114,77,1
176,174,126,1
98,119,174,0
94,129,193,0
228,216,210,1
23,19,18,1
137,167,48,1
52,53,14,1
160,161,165,1
88,185,241,1
181,178,133,1
163,163,115,1
179,175,127,1
152,190,254,0
141,141,93,1
182,179,135,1
123,124,74,1
35,34,8,1
171,176,144,1
150,192,255,0
198,198,158,1
182,169,125,1
80,83,34,1
179,179,133,1
189,187,146,1
188,173,134,1
112,125,193,0
102,95,156,1
181,179,131,1
133,173,225,0
66,67,23,1
110,109,53,1
162,160,112,1
165,179,231,0
10,125,8,1
180,178,130,1
179,178,134,1
49,46,42,1
150,95,218,1
125,132,189,0
155,159,124,1
141,140,89,1
127,166,218,0
54,58,22,1
60,128,117,1
135,161,228,0
226,191,218,1
56,57,15,1
196,192,157,1
2,0,0,1
147,165,226,0
203,201,161,1
61,106,157,0
156,184,115,1
154,192,255,0
81,93,133,0
134,172,226,0
159,176,227,0
199,197,162,1
154,157,111,1
102,20,8,1
98,138,203,0
225,208,75,1
182,181,137,1
124,127,182,0
85,83,29,1
56,55,45,1
198,197,159,1
39,40,8,1
139,138,80,1
54,100,148,0
163,162,112,1
52,53,19,1
118,117,61,1
202,200,165,1
88,136,214,0
179,181,189,1
54,55,21,1
179,179,131,1
255,128,0,1
126,133,250,1
255,0,255,1
69,70,28,1
51,52,18,1
199,197,162,1
160,163,124,1
159,183,235,0
137,167,232,0
60,62,20,1
169,183,231,0
160,158,127,1
51,54,15,1
0,11,0,1
121,156,220,0
174,172,124,1
163,201,255,0
62,107,158,0
147,119,102,1
161,158,113,1
69,39,255,1
176,175,131,1
227,160,99,1
50,102,155,0
198,198,158,1
45,95,161,0
163,162,112,1
215,227,233,1
48,50,14,1
160,174,226,0
149,167,232,0
181,178,133,1
8,7,3,1
118,157,226,0
164,163,113,1
164,162,114,1
50,50,14,1
159,162,123,1
175,172,127,1
110,113,168,0
140,132,85,1
220,204,192,1
103,102,98,1
74,76,30,1
183,178,139,1
77,50,207,1
98,147,223,0
138,139,89,1
77,80,30,1
58,62,21,1
16,16,10,1
184,183,139,1
191,189,148,1
61,128,119,1
68,70,24,1
143,142,86,1
179,177,129,1
152,184,233,0
55,56,22,1
160,164,123,1
96,100,151,0
143,183,231,0
173,170,125,1
178,176,128,1
128,128,128,1
152,190,254,0
231,111,89,1
135,139,90,1
127,158,227,0
84,52,211,1
164,165,115,1
118,153,217,0
156,159,114,1
218,179,81,1
121,120,64,1
243,164,155,1
143,142,86,1
201,198,160,1
73,75,33,1
119,153,207,0
163,163,115,1
27,32,11,1
99,146,220,0
155,195,254,0
90,84,47,1
149,151,99,1
1,1,1,1
158,193,255,0
162,166,131,1
42,42,26,1
78,84,131,0
127,130,85,1
150,152,106,1
65,95,154,0
143,140,95,1
2,0,0,1
205,228,196,1
29,86,61,1
196,195,157,1
164,173,123,1
165,164,114,1
198,196,162,1
129,130,128,1
122,158,218,0
31,0,136,1
74,84,124,0
182,180,132,1
171,167,119,1
52,101,147,0
10,21,143,1
167,166,115,1
100,149,225,0
148,187,255,0
158,162,127,1
60,62,26,1
198,198,158,1
64,66,24,1
170,185,231,0
194,194,158,1
182,179,135,1
174,172,124,1
27,29,117,1
23,22,1,1
163,162,112,1
174,172,124,1
58,58,18,1
148,158,218,0
101,96,157,1
176,175,131,1
165,164,114,1
178,176,128,1
137,138,94,1
157,156,105,1
160,164,128,1
53,54,20,1
33,34,0,1
94,91,40,1
255,0,255,1
101,67,78,1
159,160,120,1
181,182,140,1
30,33,8,1
125,171,219,0
81,90,128,0
199,198,160,1
140,144,95,1
163,162,112,1
53,57,22,1
50,66,125,0
149,152,106,1
169,168,118,1
152,153,121,1
32,33,7,1
132,136,95,1
77,85,125,0
102,149,223,0
173,171,123,1
167,185,232,0
137,139,193,0
107,108,52,1
60,59,15,1
4,3,0,1
202,201,163,1
0,8,186,1
220,176,75,1
133,134,84,1
32,26,0,1
163,162,112,1
82,90,130,0
137,140,94,1
158,159,103,1
182,178,137,1
16,14,3,1
0,0,1,1
122,121,71,1
177,175,127,1
138,139,89,1
5,4,0,1
161,160,110,1
17,14,0,1
178,175,131,1
60,100,152,0
179,180,138,1
193,193,153,1
158,156,102,1
174,173,123,1
99,148,218,0
54,55,21,1
109,228,254,1
104,107,58,1
178,176,128,1
124,109,23,1
11,8,4,1
33,32,12,1
180,177,132,1
165,164,114,1
146,144,90,1
0,2,0,1
63,124,188,0
174,173,122,1
171,181,121,1
171,170,120,1
194,193,155,1
162,159,121,1
150,148,117,1
200,197,159,1
181,180,146,1
90,89,39,1
127,166,218,0
59,114,175,0
34,34,16,1
172,171,121,1
241,124,121,1
60,122,186,0
189,190,151,1
105,108,58,1
72,75,26,1
200,198,163,1
194,195,163,1
69,72,46,1
225,223,223,1
158,161,122,1
233,241,204,1
103,141,199,0
102,89,103,1
95,72,56,1
108,229,249,1
173,172,122,1
247,197,169,1
201,200,162,1
145,168,224,0
100,107,157,0
105,153,219,0
8,6,0,1
16,14,4,1
198,198,158,1
173,172,122,1
87,89,37,1
155,154,98,1
178,175,130,1
153,190,234,0
3,4,0,1
179,179,131,1
79,82,33,1
144,161,134,1
124,122,74,1
183,181,133,1
164,163,112,1
196,194,159,1
53,56,24,1
123,126,76,1
162,161,111,1
113,119,172,0
12,9,11,1
232,242,249,1
118,77,4,1
179,176,132,1
150,188,252,0
178,175,131,1
197,195,160,1
61,62,20,1
118,150,223,0
149,153,112,1
2,7,5,1
181,174,131,1
155,157,115,1
184,183,139,1
54,55,21,1
199,196,165,1
0,139,106,1
187,176,132,1
34,33,7,1
113,122,225,1
60,58,47,1
159,165,116,1
49,71,123,0
134,176,241,0
61,124,185,0
177,174,129,1
97,98,64,1
179,177,129,1
197,195,164,1
91,97,150,0
103,140,192,0
172,168,119,1
197,196,162,1
140,139,81,1
196,195,157,1
149,195,113,1
20,20,6,1
247,249,249,1
120,80,81,1
61,62,22,1
96,91,70,1
4,1,180,1
135,146,154,1
176,174,126,1
39,37,6,1
145,147,95,1
185,179,138,1
165,163,109,1
155,162,125,1
55,57,21,1
175,174,130,1
135,139,87,1
132,131,75,1
239,227,215,1
174,173,122,1
0,139,106,1
200,198,163,1
144,180,226,0
199,197,163,1
85,86,36,1
172,171,121,1
154,164,228,0
176,174,126,1
16,7,188,1
76,79,33,1
201,199,164,1
4,0,72,1
187,186,142,1
125,158,227,0
199,198,160,1
32,33,7,1
44,61,118,0
107,255,219,1
42,89,145,0
109,144,210,0
68,62,17,1
54,58,22,1
177,175,127,1
141,178,228,0
52,56,20,1
180,179,135,1
89,88,37,1
181,181,133,1
3,0,182,1
10,5,4,1
55,54,33,1
177,174,129,1
165,164,114,1
136,175,227,0
127,132,93,1
255,0,128,1
136,136,90,1
181,178,134,1
63,63,23,1
74,77,32,1
2,2,0,1
154,158,122,1
67,68,24,1
93,92,36,1
146,147,97,1
38,39,13,1
168,169,119,1
162,160,120,1
185,183,143,1
137,158,19,1
7,23,12,1
69,70,26,1
199,197,162,1
68,68,20,1
122,159,215,0
128,161,230,0
177,177,129,1
46,99,149,0
64,116,169,0
200,198,163,1
151,185,239,0
134,174,222,0
40,13,217,1
187,185,145,1
61,65,24,1
119,130,120,1
6,3,0,1
96,134,198,0
40,41,25,1
161,166,134,1
200,198,163,1
19,59,34,1
179,179,139,1
159,162,123,1
197,195,160,1
78,89,127,0
200,198,163,1
66,68,26,1
180,178,137,1
205,203,172,1
177,174,129,1
13,14,5,1
150,150,102,1
116,118,72,1
62,67,22,1
198,194,159,1
58,60,24,1
3,0,2,1
182,182,136,1
200,198,163,1
74,78,37,1
179,175,127,1
17,31,13,1
54,55,21,1
53,94,143,0
182,179,135,1
16,253,255,1
180,183,244,0
90,92,40,1
148,151,102,1
25,24,4,1
35,19,137,1
144,161,228,0
60,61,19,1
127,127,127,1
170,184,233,0
227,237,244,1
138,140,94,1
201,200,162,1
87,143,222,0
186,187,145,1
246,123,109,1
87,89,43,1
102,155,222,0
163,164,120,1
136,134,94,1
177,175,127,1
155,157,111,1
201,200,162,1
118,117,59,1
162,131,108,1
205,204,170,1
117,151,204,0
1,2,0,1
141,139,85,1
111,113,101,1
146,147,97,1
106,144,208,0
158,162,120,1
174,172,124,1
182,179,135,1
255,0,128,1
156,179,235,0
50,92,139,0
175,174,124,1
182,181,143,1
181,181,135,1
198,198,158,1
117,149,208,0
143,137,138,1
134,134,74,1
173,172,122,1
190,188,148,1
39,108,88,1
194,192,151,1
176,177,135,1
172,169,124,1
144,142,88,1
198,198,158,1
172,169,124,1
42,208,237,1
163,160,109,1
48,100,160,0
143,141,87,1
168,182,234,0
46,104,156,0
170,168,120,1
161,164,114,1
142,143,93,1
71,128,189,0
200,198,163,1
143,146,101,1
145,147,105,1
9,7,7,1
45,43,3,1
152,155,106,1
199,195,160,1
58,60,24,1
244,233,229,1
182,176,133,1
201,200,162,1
51,57,22,1
200,198,163,1
199,199,159,1
183,185,193,1
160,163,118,1
87,85,31,1
95,154,255,1
171,170,120,1
142,145,123,1
158,161,116,1
178,178,132,1
164,163,112,1
103,149,226,0
157,160,135,1
198,196,162,1
0,179,2,1
51,169,88,1
5,3,0,1
141,140,84,1
157,161,119,1
6,1,2,1
113,111,57,1
146,145,87,1
162,166,131,1
172,142,95,1
180,180,134,1
71,73,27,1
44,48,13,1
183,184,142,1
62,63,29,1
50,92,139,0
15,14,0,1
199,195,160,1
151,154,105,1
61,61,25,1
199,197,163,1
142,167,231,0
143,141,87,1
58,59,19,1
174,174,180,1
134,179,246,0
21,24,9,1
69,71,25,1
129,129,129,1
13,6,171,1
177,177,129,1
171,171,125,1
106,64,19,1
186,187,145,1
234,123,107,1
15,14,0,1
24,12,0,1
44,42,42,1
173,172,122,1
45,70,126,0
4,2,1,1
157,156,100,1
181,178,133,1
108,61,33,1
201,200,162,1
140,174,228,0
147,149,97,1
19,20,18,1
176,175,131,1
41,28,173,1
139,181,252,0
38,40,4,1
168,164,123,1
248,250,250,1
202,200,165,1
157,151,106,1
101,90,52,1
163,166,127,1
159,163,122,1
158,157,123,1
183,179,138,1
157,161,126,1
145,146,96,1
182,179,134,1
138,142,93,1
201,199,164,1
140,139,88,1
12,14,8,1
150,152,106,1
67,56,26,1
60,56,211,1
45,94,140,0
171,184,236,0
152,192,255,0
50,90,138,0
80,89,133,0
199,197,162,1
19,9,193,1
80,121,194,0
101,103,67,1
8,9,0,1
200,198,163,1
244,232,228,1
63,125,189,0
7,5,5,1
55,61,14,1
181,178,134,1
53,57,22,1
0,131,104,1
53,60,27,1
88,91,36,1
111,58,72,1
53,55,19,1
145,141,92,1
107,144,212,0
33,35,6,1
173,174,132,1
37,37,19,1
178,176,128,1
61,1,0,1
132,156,222,0
64,67,28,1
33,36,20,1
59,58,32,1
190,188,147,1
199,197,162,1
179,176,131,1
175,175,127,1
97,89,152,1
181,175,170,1
201,200,162,1
81,78,27,1
75,76,36,1
45,106,255,1
202,212,252,0
172,182,105,1
4,156,187,1
138,141,92,1
199,197,162,1
180,177,132,1
174,172,124,1
241,157,145,1
183,183,137,1
49,55,20,1
12,2,186,1
127,160,229,0
92,135,222,0
143,182,251,0
171,169,138,1
171,170,120,1
15,14,0,1
139,138,87,1
61,62,18,1
68,77,121,0
213,197,184,1
123,125,83,1
130,156,222,0
45,48,26,1
51,53,17,1
111,232,251,1
188,189,155,1
40,40,16,1
131,170,222,0
138,137,103,1
115,116,66,1
139,174,218,0
170,166,118,1
173,172,122,1
55,54,44,1
59,58,44,1
179,180,138,1
140,141,85,1
174,191,178,1
69,64,49,1
124,156,222,0
154,184,239,0
200,198,163,1
178,175,131,1
54,57,18,1
175,172,127,1
150,168,233,0
197,197,157,1
181,178,133,1
27,28,24,1
71,73,27,1
163,161,107,1
173,172,122,1
177,172,127,1
153,157,116,1
